"pop","A","year","S_obs","n_age3M_obs","n_age4M_obs","n_age5M_obs","n_age6M_obs","n_age7M_obs","n_age8M_obs","n_age4K_obs","n_age5K_obs","n_age6K_obs","n_age7K_obs","n_age8K_obs","n_age9K_obs","n_W_obs","n_H_obs","B_take_obs","fit_p_HOS","F_rate","F_rate_NA"
"Quinault",253,2011,3237,3,120,220,27,0,0,0,24,5,0,0,0,0,0,0,FALSE,0.3452,FALSE
"Quinault",253,2012,3124,4,240,303,32,0,0,1,22,7,0,0,0,0,0,0,FALSE,0.613,FALSE
"Quinault",253,2013,2499,2,118,258,34,1,0,0,35,13,1,0,0,0,0,0,FALSE,0.5412,FALSE
"Quinault",253,2014,2196,2,276,277,36,0,0,3,23,14,0,0,0,0,0,0,FALSE,0.5246,FALSE
"Quinault",253,2015,3573,0,202,227,18,0,0,0,27,14,0,0,0,0,0,0,FALSE,0.4943,FALSE
"Quinault",253,2016,2307,1,171,343,36,0,0,0,17,7,0,0,0,0,0,0,FALSE,0.6419,FALSE
"Quinault",253,2017,2756,0,38,158,22,0,0,0,10,3,0,0,0,0,0,0,FALSE,0.3841,FALSE
"Quinault",253,2018,2824,2,150,150,28,0,0,0,10,7,0,0,0,0,0,0,FALSE,0.3314,FALSE
"Quinault",253,2019,2787,1,77,214,28,1,0,0,22,9,0,0,0,0,0,0,FALSE,0.4151,FALSE
"Quinault",253,2020,1365,0,76,98,5,0,0,0,2,2,0,0,0,0,0,0,FALSE,0.4239,FALSE
"Quinault",253,2021,1873,0,6,27,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,0.2044,FALSE
"Quinault",253,2022,2478,2,32,14,1,0,0,0,3,2,0,0,0,0,0,0,FALSE,0.1631,FALSE
